Reviews,Ratings
"
  Charging speed doesn't seemto match up than what's shown in the website
",4.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Nice
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Awesome mobile.some hitting issue was there but its ok
",4.0 out of 5 stars
"
  Overall excellent smart phone under this price
",5.0 out of 5 stars
"
  One plus Nord ce 5g billed quality is not good
",3.0 out of 5 stars
"
  Please don't but. Cheap quality product they made now.
",1.0 out of 5 stars
"
  Just like budget phone of 10k group.",1.0 out of 5 stars
"
  Good quality & battery is awesome and camera varalevel quality
",5.0 out of 5 stars
"
  Fingerprint reader is not working . Slow processor. No use of 12 gb ram
",1.0 out of 5 stars
"
  Everything is fine but after using 10 to 15 minutes phone got heat up.
",3.0 out of 5 stars
"
  Camera quality so so..",3.0 out of 5 stars
"
   OnePlus damaged very poor
",1.0 out of 5 stars
"
  Camera quality very bad
",1.0 out of 5 stars
"
  Cost is too high
",3.0 out of 5 stars
"
  Excellent camera, battery life
",5.0 out of 5 stars
"
  Gr8 phone
",5.0 out of 5 stars
"
  I like this phone.  Its a good machine to use in all aspects.
",5.0 out of 5 stars
"
  Camera quality is not good as expected.",2.0 out of 5 stars
"
  This is best phone except battery backup.",3.0 out of 5 stars
"
  Finger print reader is not that much good, battery life is also so so
",3.0 out of 5 stars
"
  Gives a feel of premium phone. Worth the price. Completely Satisfied!
",5.0 out of 5 stars
"
  Very much disponted.. Poor quality camera, poor battery performance..
",1.0 out of 5 stars
"
  Sound quality could be better. Otherwise good to go. Great product!!!
",4.0 out of 5 stars
"
  Finger print is good, battery life is good,but camera is not so good.
",4.0 out of 5 stars
"
  Camera is good , battery gets charged fastly , sound quality is good.
",5.0 out of 5 stars
"
  Good product under 25k
",5.0 out of 5 stars
"
  Best in android mobile
",5.0 out of 5 stars
"
  Very nice phone
",5.0 out of 5 stars
"
  Mobile is good",5.0 out of 5 stars
"
  Good phone and reasonal price
",5.0 out of 5 stars
"
  Screen size is looking small.
",4.0 out of 5 stars
"
   Like it
",5.0 out of 5 stars
"
  Not good
",1.0 out of 5 stars
"
  Everything is good. It's a whole new experience. Loved it...
",5.0 out of 5 stars
"
  As we some what expected... Not a great product but worth for money.
",5.0 out of 5 stars
"
   Don't buy OnePlus ce 5g
",1.0 out of 5 stars
"
  Ok, but not expected more. Phone looks ok, feels just showroom piece
",4.0 out of 5 stars
"
  Oneplus phone",1.0 out of 5 stars
"
  Mobile phone is a amazing, Battery packup very low, 6 RAM slow work,
",3.0 out of 5 stars
"
   Everything is balanced.
",5.0 out of 5 stars
"
  battery or camera not much better, during call sensor is not working
",1.0 out of 5 stars
,5.0 out of 5 stars
"
  Nice gi for it
",5.0 out of 5 stars
"
  Fingerprint reader is very fast needs just a touch.
",4.0 out of 5 stars
"
  In 26k 12 GB ram 256 is worth ..working very smooth
",5.0 out of 5 stars
"
  All quality good nord ce 5g phone best medium price
",5.0 out of 5 stars
"
  Too clausy phone ... I really not satisfied with oneplus 😏
",1.0 out of 5 stars
"
  Whatapp migration from iphone not possible. Otherwise 10/10
",5.0 out of 5 stars
"
  Overall has all better features and nice one .",4.0 out of 5 stars
"
  Everything is fine except the battery. It's draining too much fast.
",3.0 out of 5 stars
"
  REALLY THIS IS THE PREMIUM PHONE....TOO HANDY.& GOOD CONFIGURATION.
",4.0 out of 5 stars
"
  Camera battery all features is good",5.0 out of 5 stars
"
  Everything..... specially the price
",5.0 out of 5 stars
"
  Disliked- Everything
",1.0 out of 5 stars
"
  All r so good
",5.0 out of 5 stars
"
  Over all nice
",4.0 out of 5 stars
"
  Below average
",1.0 out of 5 stars
"
  Very nice Mobile under 25k.
",5.0 out of 5 stars
"
  Overall performance is good but battery is draining faster
",5.0 out of 5 stars
"
  Network issue and the internet problem",2.0 out of 5 stars
"
  Battery discharge fast and phone heted when call and internet use.
",5.0 out of 5 stars
"
  Nice Phone i love it No bugs no ping high defination video quality
",5.0 out of 5 stars
"
  The touch and feel about the product is good. Worth for the price.
",5.0 out of 5 stars
"
  Excellent Budget phone by one plus
",5.0 out of 5 stars
"
  Overall good
",5.0 out of 5 stars
"
  Worth buying
",4.0 out of 5 stars
"
  It's not like oneplus, OnePlus cheated us guys...
",1.0 out of 5 stars
"
  Average camera and display
",2.0 out of 5 stars
"
  Wp video quality very poor
",2.0 out of 5 stars
"
  Worst phone and its waste of money by taking this product
",1.0 out of 5 stars
"
   Just awesome
",5.0 out of 5 stars
"
  Waste
",1.0 out of 5 stars
"
  Super
",5.0 out of 5 stars
"
  Very awesome product, loved it...worth it
",5.0 out of 5 stars
"
  Camera is worse even at this price range.
",1.0 out of 5 stars
"
  I very disappointed with one plus. I used one plus 5t it was good
",2.0 out of 5 stars
"
  Not bad, charging super speed, operating good, comfortable size👍
",4.0 out of 5 stars
"
  Back panel colour is not good and Mobil also not 1st model 1+nord
",1.0 out of 5 stars
"
  Finger print very bad experience,",2.0 out of 5 stars
"
  Front camera quality is not that good compared to other one plus.
",5.0 out of 5 stars
"
  Very slim and attractive phone it is just iPhone in android......
",5.0 out of 5 stars
"
  Very bad camera quality😡😡 looks like 2mp camera quality
",3.0 out of 5 stars
"
  This is a monster phone but only some heating little",4.0 out of 5 stars
"
  Good and nice phone at this price
",5.0 out of 5 stars
"
  Battery life not that much better
",4.0 out of 5 stars
"
  NO VALUE FOR MONEY
",1.0 out of 5 stars
"
  Some problem in this mobile.. earing speaker issue.. worst mobile.
",1.0 out of 5 stars
"
  Don't buy it, wastage of money, camera quantity is poor.
",1.0 out of 5 stars
"
  Camera quality, fingerprint and battery life. Is good 👍
",5.0 out of 5 stars
"
  Worst One plus phone ever
",2.0 out of 5 stars
"
  me parishes this only for  camera  and camera  quality  not good
",2.0 out of 5 stars
"
  Having connectivity issue battery life is not what they claimed.
",3.0 out of 5 stars
"
  Best phone in this price range go for it
",5.0 out of 5 stars
"
  Not a good product for this price range... Its worth is below 5k
",1.0 out of 5 stars
"
  Most bhangar phone at this price
",1.0 out of 5 stars
"
  Hanging issue.",4.0 out of 5 stars
"
  Battery backup is not sufficient
",4.0 out of 5 stars
"
   Ok
",4.0 out of 5 stars
"
  I have issue with sound quality , selfie , fast heating
",3.0 out of 5 stars
"
  Bhai logo gajb h one plus nord CE 5g",5.0 out of 5 stars
"
  Improve battery capacity
",5.0 out of 5 stars
"
  Battery is draining fast
",4.0 out of 5 stars
"
  OS and touch of the phone is amazing. Camera is also very good.
",5.0 out of 5 stars
"
  My first one plus device it runs soo smooth absolutely loved it
",5.0 out of 5 stars
"
  Camera is not good, otherwise overall performance is excellent.
",4.0 out of 5 stars
"
  mujhe use karte huye 7days huwa hai .aur abhi se hang hone laga
",1.0 out of 5 stars
"
  Third class products very bad service this item not work senser
",1.0 out of 5 stars
"
  Finger print sensor kid very slow battery backup aloso not good
",3.0 out of 5 stars
"
  So cool so fast reasonable rate, worthy
",5.0 out of 5 stars
"
  Battery life may be Improved little bit
",4.0 out of 5 stars
"
  Phone not charging, camera is very poor
",1.0 out of 5 stars
"
  1 blue back cover is missing in the box
",5.0 out of 5 stars
"
  Excellent
",5.0 out of 5 stars
"
  Very bad performance in gaming and low battery quality
",1.0 out of 5 stars
"
  Screen brightness little bit low need to improve!!!!!!
",4.0 out of 5 stars
"
  Nice phone good camera fast fingerprint scaner
",5.0 out of 5 stars
"
  Camera is a let down ⬇️
",4.0 out of 5 stars
"
  fast charging and good camera also having super screen display
",5.0 out of 5 stars
"
  Battery backup bahut kharab h",2.0 out of 5 stars
"
  Is okay not very good that's kam chlau
",1.0 out of 5 stars
"
  Overall performance was good but battery is not upto the mark.
",5.0 out of 5 stars
"
  Good",4.0 out of 5 stars
"
  Everything is good...but the front camra is not up to the mark
",4.0 out of 5 stars
"
  Best Camera, fast charging is awesome .",5.0 out of 5 stars
"
  Very good phone
",4.0 out of 5 stars
"
  Hit mobile lite
",4.0 out of 5 stars
"
  Must buy
",5.0 out of 5 stars
"
  Battery is not upto the mark until getting 2 updates.
",4.0 out of 5 stars
"
  Never settle ???! One Plus settled on its camera ....
",5.0 out of 5 stars
"
  Good System software. All features very good.
",5.0 out of 5 stars
"
  Poor fingerprint sensor. Poor camera quality.
",1.0 out of 5 stars
"
  Best of the comparison of all smartphones👍💪
",5.0 out of 5 stars
"
  camera quality is good enough with battery 🔋
",5.0 out of 5 stars
"
  Not like one plus nord
",4.0 out of 5 stars
"
  Go fot it super smooth
",5.0 out of 5 stars
"
  Best phone ever
",5.0 out of 5 stars
"
  Amazing device with complete android experience at high lavel
",5.0 out of 5 stars
"
  Excellent display, good rear camera , great for corporate use
",5.0 out of 5 stars
"
  Phone is good im satisfied the OnePlus nord ce camera is good
",4.0 out of 5 stars
"
  Mobile hanging problem also front camera quality average only
",3.0 out of 5 stars
"
  Average phone ..rate should be 18-19k
",3.0 out of 5 stars
"
  Product delivered within the date of delivery
",4.0 out of 5 stars
"
  Camera quality worst.",1.0 out of 5 stars
"
  Front camera, Video call quality totally waste in this phone.
",3.0 out of 5 stars
"
  Battery life normal",2.0 out of 5 stars
"
  There's a scratch on screen... Felt like it was used
",1.0 out of 5 stars
"
  Awesome camera quality back but front camera average
",5.0 out of 5 stars
"
  Not good for camera and performance is not good also
",1.0 out of 5 stars
"
  Camera , mobile interface mainly and speed of mobile
",5.0 out of 5 stars
,5.0 out of 5 stars
"
  Nice color, Nice camera, comfortable to hold
",5.0 out of 5 stars
"
  Front Camera  quality is very poor and battery life average,
",2.0 out of 5 stars
"
  The phone is automatically restarting facing for every hour.
",3.0 out of 5 stars
"
  Exchange ordered cancelled .How do I return the product now.
",1.0 out of 5 stars
"
  Front camera not better than like any mobiles in this price.
",4.0 out of 5 stars
"
  One of the best phone
",5.0 out of 5 stars
"
  One plus nord ce 5g super and smooth
",5.0 out of 5 stars
"
  Phones hangs , system crashing ,games closing while playing.
",1.0 out of 5 stars
"
  Lack additional features....
",3.0 out of 5 stars
"
  Good but price is 2000 extra
",4.0 out of 5 stars
"
  Nice product value for money
",5.0 out of 5 stars
"
  It's good one
",5.0 out of 5 stars
"
  Average phone
",3.0 out of 5 stars
"
  Camera features not great then other OnePlus phone.
",5.0 out of 5 stars
"
  Camera quality is the worst specially front camera.
",1.0 out of 5 stars
"
  Finger print sensor takes more time than other ....
",4.0 out of 5 stars
"
  Good quality for 25k
",5.0 out of 5 stars
"
  Very Smart and light weight and looking good and very handy
",4.0 out of 5 stars
"
  Arey mza aagya bhai kya phn h mst ek no. 10k ka pda muje to
",5.0 out of 5 stars
"
  Nice mobile and itvwas more than my expectations ❤️
",5.0 out of 5 stars
"
  Initial impression of the phone is okay but camera is worst
",1.0 out of 5 stars
"
  Rubbish product…wanted a refund immediately but was refused
",1.0 out of 5 stars
"
  Smooth touch sexy camera. Everything is good in this phone.
",5.0 out of 5 stars
"
  Camera not good quality the previous nord has better camera
",2.0 out of 5 stars
"
  Good one,,👌
",5.0 out of 5 stars
"
  Overall phone is good, but battery backup is less.
",4.0 out of 5 stars
"
  Camera 📸 quality best & fingerprint fast  working
",5.0 out of 5 stars
"
  All over perfect but camera is not perfect
",4.0 out of 5 stars
"
  Yeah pretty good phone value for the money
",5.0 out of 5 stars
"
  I like this product
",4.0 out of 5 stars
"
  Pathetic Camera. This phone is big black spot on 1+ brand.
",1.0 out of 5 stars
"
  Slim, Classy, and value for money.",5.0 out of 5 stars
"
  The phone heats only after 30 minutes of continous use🤙👎
",2.0 out of 5 stars
"
   Still testing
",4.0 out of 5 stars
"
  Product is good, only the charger provided is not charging
",4.0 out of 5 stars
"
  All of good...but camara not good.....am not satisfied....
",2.0 out of 5 stars
"
  Best battery life and light weight
",5.0 out of 5 stars
"
  Excellent brand and worth of money
",5.0 out of 5 stars
"
  You can get other much better option at this price
",3.0 out of 5 stars
"
  Charged only ten percent in an hour and draining too fast.
",2.0 out of 5 stars
"
  Looking good",4.0 out of 5 stars
"
  This is my first OnePlus mobile and I really disappointed.
",4.0 out of 5 stars
"
  Nice battery and processor
",5.0 out of 5 stars
"
  Nice phone.
",5.0 out of 5 stars
"
  Better life
",5.0 out of 5 stars
"
  Nice
",5.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Go for it. Don't hesitate. Totally worth it guys.
",5.0 out of 5 stars
"
  Waste of money camera and display quality worst..
",1.0 out of 5 stars
"
  Camer is just ok but battery performance is good.
",4.0 out of 5 stars
"
  This product is not good.average for the order...
",3.0 out of 5 stars
"
  processing is slow, sometime its hang for a while
",3.0 out of 5 stars
"
  Camera is Worst, camera quality is like 10k phone
",1.0 out of 5 stars
"
   Nice
",5.0 out of 5 stars
"
  Very good phone",5.0 out of 5 stars
"
  Best battery backup and display is smooth
",5.0 out of 5 stars
"
  Good mobile but not up to expectation of oneplus handset.
",4.0 out of 5 stars
"
  Overheating issues
",3.0 out of 5 stars
"
  overall an excellent phone to buy
",5.0 out of 5 stars
"
  Mobile is ultimate. I recommended
",5.0 out of 5 stars
"
  Very good camera and battery life
",5.0 out of 5 stars
"
  Super mobile under 25k for anyone
",5.0 out of 5 stars
"
  Great Phone for Regular Use..Battery charging is Adorable
",5.0 out of 5 stars
"
  I didn't like its very slow to make a call n hanging also
",3.0 out of 5 stars
"
  Overal good but camera is average
",4.0 out of 5 stars
"
  Access is not as expected
",3.0 out of 5 stars
"
  Alexa is not working well
",3.0 out of 5 stars
"
  Satisfying
",3.0 out of 5 stars
"
  Nice😀😀😀
",5.0 out of 5 stars
"
  Weightless
",3.0 out of 5 stars
"
  It's like a normal Android phone not as one Plus
",2.0 out of 5 stars
"
  Overall a good phone for the mid range.!
",4.0 out of 5 stars
"
  Everything is good budget varient mobile
",5.0 out of 5 stars
"
  Poor quality 📷 & Also battery 🔋 back up.Charging issue
",2.0 out of 5 stars
"
  Notification light is unavailable and camera is not good
",1.0 out of 5 stars
"
  All things are good instead of battery and real cameras.
",4.0 out of 5 stars
"
  I love this phone 📱📞📞 Camera so good",5.0 out of 5 stars
"
  Battery life is as expected before the launching period.
",5.0 out of 5 stars
"
  Worst performance
",1.0 out of 5 stars
"
  Battery backup must be increased
",5.0 out of 5 stars
"
  What a beauty from One plus team
",5.0 out of 5 stars
"
  Fast charging issue it take 1.5hr to charge 100%
",3.0 out of 5 stars
"
  Don't buy as slow processor and battery draining
",1.0 out of 5 stars
"
  Camera quality is not too good.",5.0 out of 5 stars
"
  Very Nice
",5.0 out of 5 stars
"
  Very good
",5.0 out of 5 stars
"
  Waste product , poor performance, battery waste
",1.0 out of 5 stars
"
  Expectations reached satisfied with the product
",5.0 out of 5 stars
"
  This phone has a known heating problem.
",3.0 out of 5 stars
"
  poor battery backup,, and voice quality
",1.0 out of 5 stars
"
  It's a very good phone for around 25k. Value for money.
",5.0 out of 5 stars
"
  8-10 din huye CE.5g 1+ lekar.....bahot hang ho rha...😐
",1.0 out of 5 stars
"
  Ekdam bakwas phone reating dene ki bhi icha nahi ......
",1.0 out of 5 stars
"
  Battery gets discharged quickly
",3.0 out of 5 stars
"
  Value for money pakage in 27000
",5.0 out of 5 stars
"
  Not 5 out of 5 but it's good 👍
",4.0 out of 5 stars
"
  My first OnePlus phone good experience",5.0 out of 5 stars
"
  worth for the Money. still need to upgrade Snap-dragon,
",4.0 out of 5 stars
"
  Gud. Mobile nice camera
",5.0 out of 5 stars
"
  Camera quality very bad
",1.0 out of 5 stars
"
  Sim card tray ejector is missing why ??
",3.0 out of 5 stars
"
  Too slow
",2.0 out of 5 stars
"
  Everything is OK but mobile was hanging problem
",3.0 out of 5 stars
"
  Awesome phone ...but camera could be better...
",4.0 out of 5 stars
"
  Really low performance i dont k ow why
",1.0 out of 5 stars
"
  Loved the item. Thank you Amazon team.
",4.0 out of 5 stars
"
  I am very dissatisfied with this model
",1.0 out of 5 stars
"
  Best phone of OnePlus under this range
",5.0 out of 5 stars
"
  Everything is fine but the battery is draining so fast
",4.0 out of 5 stars
"
  Mobile software problem hging problems no good parodct
",1.0 out of 5 stars
"
  Need to increase camare quality and battery life also.
",4.0 out of 5 stars
"
  Value for money
",4.0 out of 5 stars
"
  Not as expected
",2.0 out of 5 stars
"
  camera, Build quality not good
",2.0 out of 5 stars
"
  Phone is running very smoothly
",5.0 out of 5 stars
"
  Great phone with good features
",5.0 out of 5 stars
"
  Slightly performance will be slow down
",4.0 out of 5 stars
"
  Very poor quality of phone with frequent hang and slow
",3.0 out of 5 stars
"
  Good product used it oneplus is oneplus the best model
",5.0 out of 5 stars
"
  awesome phone ........
",5.0 out of 5 stars
"
  Awesome
",5.0 out of 5 stars
"
  Nothing
",5.0 out of 5 stars
"
  gud looking and wights
",2.0 out of 5 stars
"
  While using the phone is over heating always.
",1.0 out of 5 stars
"
  Nice Product Fingerprint reader are very Fast
",5.0 out of 5 stars
"
  Full package. Fully satisfied with the phone.
",5.0 out of 5 stars
"
  Excellent quality. But not for 5 star rating.
",4.0 out of 5 stars
"
  The experience of this box is amazing
",5.0 out of 5 stars
"
  Awesome 👍👍😎
",5.0 out of 5 stars
"
  Waste of money ..not useful don't buy
",1.0 out of 5 stars
"
  Camera Quality is really bad, pictures are distorting
",1.0 out of 5 stars
"
  Trying to connect bluetooth device but not connecting
",4.0 out of 5 stars
"
  Finger as smooth as touch, camera quality pretty good
",4.0 out of 5 stars
"
  received defective item..They sent already used items
",1.0 out of 5 stars
"
  Camara quality is not clear and battery backup is low
",1.0 out of 5 stars
"
   Nice pic
",5.0 out of 5 stars
"
  Not happy plz solv my problem
",5.0 out of 5 stars
"
  Finger touch is good.
",4.0 out of 5 stars
"
  Low camera quality of
",2.0 out of 5 stars
"
  Camara quality is not good Battery draining very fast
",1.0 out of 5 stars
"
  Good looking great features....better camera
",5.0 out of 5 stars
"
  The old slider button would have been great.
",5.0 out of 5 stars
"
  poor camera and also very poor build quality
",2.0 out of 5 stars
"
  Every thing is expected battery life
",4.0 out of 5 stars
"
  Ph was heating too much ,front cam  was waste ......
",1.0 out of 5 stars
"
  It's just normal phone same as others premium phone.
",3.0 out of 5 stars
"
  Recommendable
",5.0 out of 5 stars
"
  Best in this Price Range..✌️
",4.0 out of 5 stars
"
  Smart 5G phone One Puls Nord
",5.0 out of 5 stars
"
  Good product value for money
",5.0 out of 5 stars
"
  Happy to be back to One plus
",5.0 out of 5 stars
,1.0 out of 5 stars
"
  Seen lags and not working as expected with 12GB RAM.
",3.0 out of 5 stars
"
  Wow..overall good...one plus is one plus no comments
",5.0 out of 5 stars
"
  Bad product delivered by Amazon. Camera is defective
",1.0 out of 5 stars
"
  Overall performance is really good. Excellent phone.
",5.0 out of 5 stars
"
  I did not get the screen guard as offerrd in the box
",3.0 out of 5 stars
"
  This is best ❤️❤️❤️",4.0 out of 5 stars
"
  Mobile is ok now ..",5.0 out of 5 stars
"
  It's  good but when light low photo clarity also low
",3.0 out of 5 stars
"
  Battery was not good and it got bumped from behind !
",1.0 out of 5 stars
"
  Great
",5.0 out of 5 stars
"
  Camara quality not good for praising buy...
",3.0 out of 5 stars
"
  I received box without seal packing
",5.0 out of 5 stars
"
  Super and nice looking  quality....
",5.0 out of 5 stars
"
  Phone is good enough at this price.
",5.0 out of 5 stars
"
  I like fast processing and charging
",5.0 out of 5 stars
"
  Very bad camera quality it produce reddish picture.
",1.0 out of 5 stars
"
   Supaer
",5.0 out of 5 stars
"
   damage
",1.0 out of 5 stars
"
  Light in weight, perfect hand grip & Good in design
",5.0 out of 5 stars
"
  Good phone but where is pre order 2699worth gift ?.
",4.0 out of 5 stars
"
  It's just wonderful in this price, camera is superb
",5.0 out of 5 stars
"
  Not as expected and user interface is like adequate
",2.0 out of 5 stars
"
  Aftrol phone working good bu i face heating probleb
",4.0 out of 5 stars
"
  Ordinary mobile, i think my poco f1 was more better
",3.0 out of 5 stars
"
  Cerma quality is good ,but battery 🔋 quiqaly drain
",1.0 out of 5 stars
"
  Good camera and charging battery is also good worth
",5.0 out of 5 stars
"
  Facing hanging problem... it hangs in calling also.
",2.0 out of 5 stars
"
  overall good
",5.0 out of 5 stars
"
  Mind blowing
",5.0 out of 5 stars
"
  Overall good
",4.0 out of 5 stars
"
  Good product
",5.0 out of 5 stars
"
  Good product
",4.0 out of 5 stars
"
  Battery 🔋 exhaust in 1 day
",3.0 out of 5 stars
"
  Worst part is camera. It doesn't justify it
",3.0 out of 5 stars
"
  the processor is too slow, hence single star rating
",1.0 out of 5 stars
"
  A good budget phone
",5.0 out of 5 stars
"
  Good at this budget
",3.0 out of 5 stars
"
  Simply superb phone
",5.0 out of 5 stars
"
  Nice
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Like
",5.0 out of 5 stars
"
  All the aspects are good . Worth the money
",5.0 out of 5 stars
"
  Camera quality is best battery life is ved
",1.0 out of 5 stars
"
  The worst phone I had ever seen in my life
",1.0 out of 5 stars
"
  Nice mobile camera quality is good
",5.0 out of 5 stars
"
  No lag very smooth,",5.0 out of 5 stars
"
  Camera is not good, waste of money
",1.0 out of 5 stars
"
  Its a good mobile in this segment.
",4.0 out of 5 stars
"
  Wrost product ever made by OnePlus
",1.0 out of 5 stars
"
  Most awaited phone and very good phone to purchase
",5.0 out of 5 stars
"
  Great phone
",5.0 out of 5 stars
"
  Great Phone
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Nice Mobile & good quality
",5.0 out of 5 stars
"
  Built quality is very poor
",1.0 out of 5 stars
"
  Not worth it for its cost.
",4.0 out of 5 stars
"
  One plus brand neche arahe
",3.0 out of 5 stars
"
  Back camera quality s not much as expected
",4.0 out of 5 stars
"
  Heating issue.normal use ok but for game not good.
",3.0 out of 5 stars
"
  Good as per budget
",5.0 out of 5 stars
"
  Battery is to poor
",2.0 out of 5 stars
"
  Camera not so good, battery life moderate
",1.0 out of 5 stars
"
  Product is handy and good finishing,I loved it...
",5.0 out of 5 stars
"
  Worest experience with 12Gb RAM,256 memory mobile
",1.0 out of 5 stars
"
  Due to overheating problem I returned this phone.
",2.0 out of 5 stars
"
  Same as old model nothing new overall nice camera
",2.0 out of 5 stars
"
  Speed n smooth wise good. Recommended mobile 👍🏻
",4.0 out of 5 stars
"
  Very fast and very good service",4.0 out of 5 stars
"
  Fingerprint sensor work very fast
",5.0 out of 5 stars
"
  Best phone
",5.0 out of 5 stars
"
  Good Phone
",4.0 out of 5 stars
"
  Good phone
",4.0 out of 5 stars
"
  Phone usage playing games
",5.0 out of 5 stars
"
  Amazing quality and built
",5.0 out of 5 stars
"
  I do not recommend it for gaming purpose.
",5.0 out of 5 stars
"
  Poor battery life compared to all other features.
",4.0 out of 5 stars
"
  Nice delivery from Amazon and it's a good product
",4.0 out of 5 stars
"
  Battery capacity are very low.drain was very fast
",2.0 out of 5 stars
"
  Excellent product
",5.0 out of 5 stars
"
  Best of oxygen os
",5.0 out of 5 stars
"
  Overall the phone is worthy. I loved it.
",4.0 out of 5 stars
"
  The smoothness of the phone is worth it.
",5.0 out of 5 stars
"
  Battery backup low",1.0 out of 5 stars
"
  Phone is super..But the Amazon delivery is worst
",4.0 out of 5 stars
"
  Sometime the fingerprint sensor just don't work.
",3.0 out of 5 stars
"
  Just meets the expectations.. nothing is blowing
",3.0 out of 5 stars
"
  Average quality of all functions
",3.0 out of 5 stars
"
  Battery performance is not good.
",2.0 out of 5 stars
"
  Worthless
",1.0 out of 5 stars
"
  Excellent
",5.0 out of 5 stars
"
  It's good
",3.0 out of 5 stars
"
  Very nice
",5.0 out of 5 stars
"
  Good to use. Performance, photo is good.
",4.0 out of 5 stars
"
  Best mobile ever
",5.0 out of 5 stars
"
  Camera quality is very poor. Not worth.
",1.0 out of 5 stars
"
  Its battery finishes with in two hours.
",1.0 out of 5 stars
"
  Quality is very low and selfie camera is so bed
",2.0 out of 5 stars
"
  Good phone for that price range
",4.0 out of 5 stars
"
  Camera no accurate worst camera
",1.0 out of 5 stars
"
  Very bad camara quality
",1.0 out of 5 stars
"
  Not received proper way
",1.0 out of 5 stars
"
  Performance is not good, don't buy this product
",1.0 out of 5 stars
"
  Its was a gud phone in this range .. I loved it
",5.0 out of 5 stars
"
  good📲🤩
",5.0 out of 5 stars
"
  Excellent phone
",5.0 out of 5 stars
"
  Value for money
",5.0 out of 5 stars
"
  Not as expected
",1.0 out of 5 stars
"
  Everything good except battery backup.
",4.0 out of 5 stars
"
  Camera quality is not too good and as expected
",3.0 out of 5 stars
"
  Quality is ok camera is very bad in this range
",2.0 out of 5 stars
"
  Good 👍
",5.0 out of 5 stars
"
  Dislike
",1.0 out of 5 stars
"
  Nothing
",5.0 out of 5 stars
"
  Phone software is slow
",1.0 out of 5 stars
"
  It is twoo more costly
",3.0 out of 5 stars
"
  General mobile,,,not feel like a premium phone
",3.0 out of 5 stars
"
  Camera not that much good ! Overall satisfied!
",4.0 out of 5 stars
"
  Worst product don't buy it's hanging sometimes
",1.0 out of 5 stars
"
  Getting call connecting issue in google dailer
",2.0 out of 5 stars
"
  Not convenient
",2.0 out of 5 stars
"
  MST Go Fir it.
",4.0 out of 5 stars
"
  AWESOME 😍😍😍
",5.0 out of 5 stars
"
  I like display quality and fingerprint sensor
",5.0 out of 5 stars
"
  Everything is alright bt battery drains fast.
",4.0 out of 5 stars
"
  Battery fast drain & overall not good product
",1.0 out of 5 stars
"
  Not to fast , finger print scanner also slow.
",3.0 out of 5 stars
"
  Sensor working and calling process very slow.
",1.0 out of 5 stars
"
  Good Phone & best Experience.
",4.0 out of 5 stars
"
  Battery 🔋 life is very small
",5.0 out of 5 stars
"
  Great UI and user experience.
",5.0 out of 5 stars
"
  phone hitting problem
",1.0 out of 5 stars
"
  Very good Performance
",5.0 out of 5 stars
"
  Worst quality of mobile.camera battery backup
",2.0 out of 5 stars
"
  Frequently disconnected with Bluetooth device
",4.0 out of 5 stars
"
  Music player is not available
",3.0 out of 5 stars
"
  Phone is good
",5.0 out of 5 stars
"
  Stunning look wow brand1+ shot on 1+
",5.0 out of 5 stars
"
  I am not happy with its battery life
",3.0 out of 5 stars
"
  Camera quality is not up to the mark
",4.0 out of 5 stars
"
  It's super smooth, worth every penny
",5.0 out of 5 stars
,2.0 out of 5 stars
"
  Calling issues voice breaking during on call
",1.0 out of 5 stars
"
  Please don't buy this very bakwas this phone
",1.0 out of 5 stars
"
  i like it's display. and it's for my gaming.
",5.0 out of 5 stars
"
  Camera quality very bad detailing not clear.
",1.0 out of 5 stars
"
  Battery back up is very poor
",4.0 out of 5 stars
"
  Perfect Branded Budget Phone
",5.0 out of 5 stars
"
  Worst phone i ever purchased
",1.0 out of 5 stars
"
  Yes very good product for this price
",5.0 out of 5 stars
"
  Phone is Good But Camera is not Good
",2.0 out of 5 stars
"
  It's good cell phone
",4.0 out of 5 stars
"
  Not good batter condition and mobile heating
",1.0 out of 5 stars
"
  I don't like 😡😡😡",1.0 out of 5 stars
"
  One of the awesome mobile ...value for money
",5.0 out of 5 stars
"
  From camera quality is cheap
",1.0 out of 5 stars
"
  Battery issue
",1.0 out of 5 stars
"
  All are good
",5.0 out of 5 stars
"
  Good quality
",5.0 out of 5 stars
"
  Good product
",4.0 out of 5 stars
"
  Quality goods, with faster delivery
",5.0 out of 5 stars
"
  Battery not good camera best finger avregae
",5.0 out of 5 stars
"
  Worst camera quality compare to other peice
",1.0 out of 5 stars
"
  Phone is very good but improve the prosesor
",5.0 out of 5 stars
"
  Onplus droped their quality
",3.0 out of 5 stars
"
  Battery drains very quickly
",3.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Some
",3.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Personally reccomended not buy this product
",1.0 out of 5 stars
